name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-04-21-17-25,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,108,0,Delhi Government,2021-04-22-08-01,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,573,573,0,Central Government,2021-04-21-18-12,,,,,,,25,25,0,25,25,0
AIIMS Main Delhi,33,33,0,Central Government,2021-04-21-12-22,,,,86,51,35,,,,,,
"AIIMS, Trauma Delhi",266,255,11,Central Government,2021-04-22-05-59,,,,,,,71,70,1,71,70,1
"Akash Healthcare, Dwarka",138,138,0,Private,2021-04-22-07-30,41,41,0,17,17,0,10,10,0,51,51,0
Ambedkar Nagar hospital,280,239,41,Delhi Government,2021-04-22-08-27,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-04-22-06-53,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-04-22-07-56,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,22,19,Private,2021-04-21-19-02,4,4,0,,,,,,,4,4,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-04-22-06-55,27,27,0,,,,3,3,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",60,60,0,Private,2021-04-22-07-49,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-04-22-07-49,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-04-22-07-35,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,210,210,0,Central Government,2021-04-21-19-16,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,340,307,33,Central Government,2021-04-22-06-41,,,,17,8,9,12,9,3,12,9,3
Batra Hospital,270,270,0,Private,2021-04-22-08-26,28,28,0,12,12,0,10,10,0,38,38,0
"Bensups Hospital, Dwarka",40,32,8,Private,2021-04-22-08-11,12,12,0,,,,3,3,0,15,15,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-04-22-00-58,23,23,0,9,9,0,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-04-22-07-55,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",80,80,0,Private,2021-04-21-19-48,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",47,47,0,Private,2021-04-22-06-30,6,6,0,,,,,,,6,6,0
"BLK Hospital, Pusa Road",372,282,90,Private,2021-04-22-07-36,68,68,0,69,67,2,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-04-21-15-12,10,10,0,2,2,0,1,1,0,11,11,0
Burari Hospital,320,320,0,Delhi Government,2021-04-22-08-02,20,20,0,,,,30,30,0,50,50,0
"CD Global Hospital, Najafgarh Road",40,40,0,Private,2021-04-21-18-38,5,5,0,,,,1,1,0,6,6,0
"Cygnus MLS, Rama Vihar",68,68,0,Private,2021-04-21-09-52,4,4,0,3,3,0,5,5,0,9,9,0
"Cygnus Sonia Hospital, Nangloi",56,56,0,Private,2021-04-22-07-38,14,14,0,18,18,0,5,5,0,19,19,0
Deen Dayal Upadhyay hospital,315,315,0,Delhi Government,2021-04-22-07-24,130,130,0,33,22,11,34,34,0,164,164,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-04-22-06-33,67,67,0,,,,14,14,0,81,81,0
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-04-21-17-15,24,24,0,12,12,0,3,3,0,27,27,0
"Dharamshila Narayana Hosp., Vasundhra Enclave",142,119,23,Private,2021-04-21-18-37,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",30,30,0,Private,2021-04-21-14-37,10,10,0,,,,2,2,0,12,12,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",75,75,0,Private,2021-04-21-21-22,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,305,305,0,Delhi Government,2021-04-22-08-24,26,26,0,12,8,4,30,30,0,56,56,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,20,0,Private,2021-04-21-18-11,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-04-22-00-34,10,10,0,,,,,,,10,10,0
ESIC Hospital Jhilmil,200,88,112,Central Government,2021-04-21-14-19,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,198,198,0,Central Government,2021-04-21-23-14,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",92,84,8,Private,2021-04-22-07-09,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",205,205,0,Private,2021-04-21-23-27,35,35,0,8,8,0,15,15,0,50,50,0
"Fortis SS Hospital, Vasant Kunj",90,90,0,Private,2021-04-22-08-02,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",93,93,0,Private,2021-04-22-07-35,17,17,0,8,8,0,3,3,0,20,20,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-04-22-01-25,3,3,0,4,1,3,,,,3,3,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-04-22-08-09,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,21,0,Private,2021-04-21-19-42,7,7,0,,,,,,,7,7,0
GTB Hospital,900,590,310,Delhi Government,2021-04-22-06-13,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",26,26,0,Private,2021-04-20-09-48,3,3,0,,,,,,,3,3,0
