name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-10-17-13-34,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-10-17-17-17,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-09-29-09-01,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-10-17-12-58,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-17-08-55,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-10-17-17-06,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,6,88,Central Government,2021-10-17-05-47,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-10-17-07-48,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-10-17-11-36,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-10-17-09-47,4,0,4,2,0,2,6,0,6,12,0,11,10,1
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-17-17-10,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-10-17-07-54,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-17-09-47,,,,,,,,,,1,23,5,3,2
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-17-09-31,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-10-17-11-20,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-10-17-11-08,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-10-17-09-07,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-10-17-13-45,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-10-17-15-10,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-10-17-06-53,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-10-17-07-32,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-10-17-08-41,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-17-10-02,,,,14,0,14,14,0,14,3,6,8,5,3
Base Hospital Delhi Cantt,500,7,493,Central Government,2021-10-17-07-18,,,,50,2,48,50,2,48,2,12,,,
Batra Hospital,148,0,148,Private,2021-10-17-09-09,3,0,3,5,0,5,8,0,8,0,23,60,52,8
"Bensups Hospital, Dwarka",30,0,30,Private,2021-10-17-09-13,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-10-17-09-10,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-10-17-10-33,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-10-17-17-22,1,0,1,,,,1,0,1,6,12,5,4,1
Bimla Devi Hospital,10,0,10,Private,2021-10-17-07-22,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,1,139,Private,2021-10-17-17-29,21,1,20,7,0,7,28,1,27,6,0,90,85,5
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-10-17-10-36,3,0,3,1,0,1,4,0,4,2,12,17,9,8
Burari Hospital,300,0,300,Delhi Government,2021-10-17-11-25,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-10-17-11-55,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-10-17-14-09,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-10-17-10-43,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-10-17-15-51,,,,4,0,4,4,0,4,0,3,4,4,0
